InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Region
578844,21317,GLASS SPHERE CANDLE STAND MEDIUM,4,2011-11-25 16:14:00,10.79,,United Kingdom,Europe
572669,22416,SET OF 36 SPACEBOY PAPER DOILIES,1,2011-10-25 13:10:00,1.45,16549.0,United Kingdom,Europe
553504,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-05-17 13:26:00,5.45,13310.0,United Kingdom,Europe
565117,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-09-01 11:33:00,1.69,13089.0,United Kingdom,Europe
566422,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2011-09-12 13:56:00,6.95,13064.0,United Kingdom,Europe
536593,22366,DOORMAT AIRMAIL ,2,2010-12-01 17:15:00,7.95,16835.0,United Kingdom,Europe
578041,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-11-22 14:23:00,4.25,17338.0,United Kingdom,Europe
553525,21385,IVORY HANGING DECORATION  HEART,24,2011-05-17 14:50:00,0.85,16266.0,United Kingdom,Europe
548728,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-04-04 09:55:00,1.95,13198.0,United Kingdom,Europe
551660,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-05-03 12:16:00,0.83,15271.0,United Kingdom,Europe
555383,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2011-06-02 15:13:00,1.65,12517.0,Germany,Europe
578998,21810,CHRISTMAS HANGING STAR WITH BELL,1,2011-11-27 16:05:00,0.39,15436.0,United Kingdom,Europe
579777,21877,HOME SWEET HOME MUG,1,2011-11-30 15:13:00,3.29,,United Kingdom,Europe
557233,22561,WOODEN SCHOOL COLOURING SET,3,2011-06-17 14:44:00,1.65,15356.0,United Kingdom,Europe
555924,85131B,BEADED CRYSTAL HEART GREEN ON STICK,5,2011-06-07 17:12:00,0.83,,United Kingdom,Europe
558232,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2011-06-27 14:30:00,1.25,17841.0,United Kingdom,Europe
543021,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2011-02-02 14:36:00,2.55,15421.0,United Kingdom,Europe
575070,23427,STOOL HOME SWEET HOME ,2,2011-11-08 12:58:00,12.5,17841.0,United Kingdom,Europe
544322,79000,MOROCCAN TEA GLASS,24,2011-02-17 15:50:00,0.85,14211.0,United Kingdom,Europe
570019,23501,KEY RING BASEBALL BOOT UNION JACK,1,2011-10-07 10:13:00,1.25,17841.0,United Kingdom,Europe
553900,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,4,2011-05-19 17:47:00,9.95,12353.0,Bahrain,
579619,21174,POTTERING IN THE SHED METAL SIGN,12,2011-11-30 12:10:00,2.08,18241.0,United Kingdom,Europe
559200,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-07-07 10:36:00,2.1,13291.0,United Kingdom,Europe
540464,84792,ENCHANTED BIRD COATHANGER 5 HOOK,8,2011-01-07 13:17:00,3.81,14298.0,United Kingdom,Europe
548336,15036,ASSORTED COLOURS SILK FAN,600,2011-03-30 14:06:00,0.65,13082.0,United Kingdom,Europe
574257,72818,,-3,2011-11-03 13:46:00,0.0,,United Kingdom,Europe
575051,21623,VINTAGE UNION JACK MEMOBOARD,2,2011-11-08 12:14:00,9.95,15957.0,United Kingdom,Europe
568095,90201B,BLACK ENAMEL FLOWER RING,6,2011-09-23 14:49:00,2.95,14911.0,EIRE,Europe
544646,71038,WHITE HANGING BEADS CANDLE HOLDER,4,2011-02-22 12:06:00,5.45,17075.0,United Kingdom,Europe
580610,85049e,SCANDINAVIAN REDS RIBBONS,2,2011-12-05 11:48:00,3.29,,United Kingdom,Europe
542112,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-25 13:55:00,12.75,13168.0,United Kingdom,Europe
566203,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-09-09 14:47:00,1.25,16362.0,United Kingdom,Europe
578290,22670,FRENCH WC SIGN BLUE METAL,12,2011-11-23 14:07:00,1.25,13644.0,United Kingdom,Europe
547202,22652,TRAVEL SEWING KIT,1,2011-03-21 13:38:00,1.65,17841.0,United Kingdom,Europe
550496,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-04-18 15:05:00,1.8,,United Kingdom,Europe
540114,84030E,ENGLISH ROSE HOT WATER BOTTLE,8,2011-01-05 09:44:00,4.25,15498.0,United Kingdom,Europe
573909,22913,RED COAT RACK PARIS FASHION,1,2011-11-01 15:26:00,4.95,17813.0,United Kingdom,Europe
576611,23084,RABBIT NIGHT LIGHT,10,2011-11-15 16:29:00,2.08,17357.0,United Kingdom,Europe
538658,84360,TABLE LAMP WHITE SHADE WOOD BASE,2,2010-12-13 15:34:00,5.95,17969.0,United Kingdom,Europe
541181,22502,PICNIC BASKET WICKER SMALL,16,2011-01-14 11:50:00,4.95,12877.0,United Kingdom,Europe
577498,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-11-20 12:22:00,3.75,15906.0,United Kingdom,Europe
549682,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2011-04-11 13:22:00,0.85,12596.0,Spain,Europe
546396,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,4,2011-03-11 14:35:00,2.1,13226.0,United Kingdom,Europe
567959,23205,CHARLOTTE BAG VINTAGE ALPHABET ,20,2011-09-23 09:13:00,0.85,12516.0,Germany,Europe
579093,20963,APPLE BATH SPONGE,50,2011-11-28 10:54:00,1.25,13081.0,United Kingdom,Europe
559051,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-07-05 16:47:00,24.96,,United Kingdom,Europe
563404,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,2011-08-16 11:04:00,3.75,16303.0,United Kingdom,Europe
568869,23288,GREEN VINTAGE SPOT BEAKER,8,2011-09-29 12:01:00,0.85,12957.0,United Kingdom,Europe
558096,21851,LILAC DIAMANTE PEN IN GIFT BOX,2,2011-06-26 13:24:00,4.95,15532.0,United Kingdom,Europe
570637,22338,STAR DECORATION PAINTED ZINC ,96,2011-10-11 12:34:00,0.19,12530.0,Germany,Europe
566195,21877,HOME SWEET HOME MUG,12,2011-09-09 13:44:00,1.25,12433.0,Norway,
559542,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-07-10 13:32:00,1.25,17126.0,United Kingdom,Europe
565232,22811,SET OF 6 T-LIGHTS CACTI ,2,2011-09-02 09:30:00,5.79,,United Kingdom,Europe
555602,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-06-06 11:26:00,1.95,16235.0,United Kingdom,Europe
540154,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,4,2011-01-05 11:30:00,8.47,,United Kingdom,Europe
565331,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-09-02 13:59:00,1.25,16674.0,United Kingdom,Europe
540121,22610,PENS ASSORTED FUNNY FACE,36,2011-01-05 10:35:00,0.21,16145.0,United Kingdom,Europe
576837,21945,STRAWBERRIES  DESIGN FLANNEL ,3,2011-11-16 15:16:00,1.63,,United Kingdom,Europe
543172,22197,SMALL POPCORN HOLDER,6,2011-02-04 09:11:00,1.63,,United Kingdom,Europe
555590,21668,RED STRIPE CERAMIC DRAWER KNOB,24,2011-06-06 09:39:00,1.25,17690.0,United Kingdom,Europe
557466,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-06-20 13:08:00,4.15,13815.0,Germany,Europe
568721,22189,CREAM HEART CARD HOLDER,1,2011-09-28 16:24:00,8.29,,United Kingdom,Europe
544684,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2011-02-22 16:32:00,19.96,,United Kingdom,Europe
537469,22112,CHOCOLATE HOT WATER BOTTLE,24,2010-12-07 10:43:00,4.25,17720.0,United Kingdom,Europe
578307,22630,DOLLY GIRL LUNCH BOX,2,2011-11-23 15:53:00,1.95,17290.0,United Kingdom,Europe
550636,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,2011-04-19 15:37:00,8.29,,United Kingdom,Europe
543979,85114A,BLACK ENCHANTED FOREST PLACEMAT,5,2011-02-14 15:43:00,1.65,14606.0,United Kingdom,Europe
580881,23199,JUMBO BAG APPLES,10,2011-12-06 12:19:00,2.08,16620.0,United Kingdom,Europe
549557,22990,COTTON APRON PANTRY DESIGN,3,2011-04-10 12:59:00,4.95,14450.0,United Kingdom,Europe
560576,22295,HEART FILIGREE DOVE LARGE,6,2011-07-19 14:59:00,1.65,17287.0,United Kingdom,Europe
548567,23078,ICE CREAM PEN LIP GLOSS ,24,2011-04-01 10:34:00,1.25,17965.0,United Kingdom,Europe
549250,85144,JARDIN ETCHED GLASS CHEESE DISH,1,2011-04-07 12:10:00,1.95,14446.0,United Kingdom,Europe
552325,23206,LUNCH BAG APPLE DESIGN,10,2011-05-09 09:47:00,1.65,12490.0,France,Europe
546643,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-03-15 13:23:00,2.55,16214.0,United Kingdom,Europe
554842,22568,FELTCRAFT CUSHION OWL,4,2011-05-26 18:17:00,3.75,14740.0,United Kingdom,Europe
561214,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2011-07-25 17:00:00,4.13,,United Kingdom,Europe
547962,21714,CITRONELLA CANDLE GARDEN POT,12,2011-03-28 15:38:00,1.25,12957.0,United Kingdom,Europe
540468,22585,PACK OF 6 BIRDY GIFT TAGS,2,2011-01-07 13:55:00,2.51,,United Kingdom,Europe
579161,23493,VINTAGE DOILY TRAVEL SEWING KIT,5,2011-11-28 13:56:00,1.95,17379.0,United Kingdom,Europe
560567,22081,RIBBON REEL FLORA + FAUNA ,2,2011-07-19 13:57:00,3.29,,United Kingdom,Europe
550438,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-04-18 12:16:00,8.5,15265.0,United Kingdom,Europe
540646,90214W,"LETTER ""W"" BLING KEY RING",1,2011-01-10 14:32:00,0.85,,United Kingdom,Europe
544724,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2011-02-23 10:46:00,2.1,15605.0,United Kingdom,Europe
580505,23350,ROLL WRAP VINTAGE SPOT ,4,2011-12-04 13:32:00,1.25,15867.0,United Kingdom,Europe
580504,23079,TOADSTOOL BEDSIDE LIGHT ,1,2011-12-04 13:32:00,8.95,17936.0,United Kingdom,Europe
578344,22541,MINI JIGSAW LEAP FROG,1,2011-11-24 09:21:00,0.83,,United Kingdom,Europe
562928,84926D,LA PALMIERA TILE COASTER,24,2011-08-10 15:29:00,0.29,15494.0,United Kingdom,Europe
546008,22136,LOVE HEART SOCK HANGER,1,2011-03-08 15:43:00,3.29,,United Kingdom,Europe
559557,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-07-11 10:33:00,2.08,17444.0,Canada,
572472,22553,PLASTERS IN TIN SKULLS,12,2011-10-24 13:34:00,1.65,14139.0,United Kingdom,Europe
572509,23203,JUMBO BAG VINTAGE DOILY ,2,2011-10-24 14:25:00,2.08,17004.0,United Kingdom,Europe
C578144,22697,GREEN REGENCY TEACUP AND SAUCER,-3,2011-11-23 11:06:00,2.95,16201.0,United Kingdom,Europe
567805,23333,IVORY WICKER HEART MEDIUM,2,2011-09-22 12:15:00,1.25,12854.0,United Kingdom,Europe
570855,22818,CARD CHRISTMAS VILLAGE,12,2011-10-12 14:56:00,0.42,17314.0,United Kingdom,Europe
573300,23570,TRADITIONAL PICK UP STICKS GAME ,1,2011-10-28 16:10:00,1.25,16049.0,United Kingdom,Europe
558758,21394,RED POLKADOT BEAKER ,1,2011-07-03 12:27:00,0.39,17939.0,United Kingdom,Europe
579777,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2,2011-11-30 15:13:00,0.83,,United Kingdom,Europe
563477,23292,SPACEBOY CHILDRENS CUP,1,2011-08-16 15:39:00,1.25,17097.0,Spain,Europe
537372,22837,HOT WATER BOTTLE BABUSHKA ,2,2010-12-06 12:52:00,4.65,16919.0,United Kingdom,Europe
559923,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,2011-07-13 16:07:00,6.63,,United Kingdom,Europe
554956,22555,PLASTERS IN TIN STRONGMAN,3,2011-05-27 15:17:00,3.29,,United Kingdom,Europe
551142,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4,2011-04-26 13:22:00,0.83,17613.0,United Kingdom,Europe
580134,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-12-01 19:24:00,0.12,13102.0,United Kingdom,Europe
542255,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-01-26 16:43:00,5.79,,United Kingdom,Europe
576673,22548,adjustment,4,2011-11-16 11:59:00,0.0,,United Kingdom,Europe
575138,21329,DINOSAURS  WRITING SET ,1,2011-11-08 15:24:00,3.29,,United Kingdom,Europe
557123,22998,TRAVEL CARD WALLET KEEP CALM,10,2011-06-16 17:56:00,0.42,15555.0,United Kingdom,Europe
541827,22659,LUNCH BOX I LOVE LONDON,1,2011-01-21 17:05:00,4.13,,United Kingdom,Europe
569202,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,6,2011-09-30 17:22:00,2.46,,United Kingdom,Europe
547708,82551,LAUNDRY 15C METAL SIGN,288,2011-03-24 18:34:00,1.7,17450.0,United Kingdom,Europe
555633,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,2011-06-06 12:22:00,2.95,14534.0,United Kingdom,Europe
545812,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,2011-03-07 12:26:00,1.65,14214.0,United Kingdom,Europe
550512,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-04-18 16:31:00,0.65,18069.0,United Kingdom,Europe
569702,21899,GARAGE KEY FOB,1,2011-10-05 16:09:00,0.65,14396.0,United Kingdom,Europe
580903,22199,FRYING PAN RED RETROSPOT,1,2011-12-06 12:56:00,1.25,14606.0,United Kingdom,Europe
548167,22386,JUMBO BAG PINK POLKADOT,4,2011-03-29 13:45:00,4.13,,United Kingdom,Europe
539466,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",20,2010-12-19 12:46:00,0.42,12668.0,Germany,Europe
570252,23426,METAL SIGN DROP YOUR PANTS,6,2011-10-10 09:14:00,2.89,14665.0,United Kingdom,Europe
574653,22079,RIBBON REEL HEARTS DESIGN ,10,2011-11-06 11:30:00,1.65,12619.0,Germany,Europe
547921,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-03-28 13:28:00,1.25,14766.0,United Kingdom,Europe
579520,23320,GIANT 50'S CHRISTMAS CRACKER,1,2011-11-29 18:14:00,2.89,12748.0,United Kingdom,Europe
548163,21931,JUMBO STORAGE BAG SUKI,3,2011-03-29 13:43:00,4.13,,United Kingdom,Europe
575303,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-11-09 12:34:00,1.65,12893.0,United Kingdom,Europe
540809,21901,"KEY FOB , BACK DOOR ",24,2011-01-11 12:37:00,0.65,18095.0,United Kingdom,Europe
578852,21137,BLACK RECORD COVER FRAME,1,2011-11-27 11:12:00,3.75,17841.0,United Kingdom,Europe
579289,23498,CLASSIC BICYCLE CLIPS ,1,2011-11-29 11:11:00,1.45,,United Kingdom,Europe
580289,23349,ROLL WRAP VINTAGE CHRISTMAS,1,2011-12-02 13:32:00,1.25,15856.0,United Kingdom,Europe
575324,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-11-09 13:45:00,2.1,14240.0,United Kingdom,Europe
567880,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2011-09-22 14:56:00,2.55,15398.0,United Kingdom,Europe
546388,22384,LUNCH BAG PINK POLKADOT,2,2011-03-11 13:42:00,4.96,,United Kingdom,Europe
547514,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,2011-03-23 14:00:00,2.95,17486.0,United Kingdom,Europe
550542,22286,DECORATION WOBBLY RABBIT METAL ,2,2011-04-19 11:37:00,3.29,,United Kingdom,Europe
556484,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-06-12 13:17:00,2.55,16938.0,United Kingdom,Europe
568531,22915,ASSORTED BOTTLE TOP  MAGNETS ,18,2011-09-27 13:49:00,0.42,16713.0,United Kingdom,Europe
570598,22592,CARDHOLDER HOLLY WREATH METAL,4,2011-10-11 11:55:00,3.75,14175.0,United Kingdom,Europe
C550355,M,Manual,-1,2011-04-18 10:29:00,222.75,13811.0,Germany,Europe
569230,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-10-02 15:07:00,1.55,16533.0,United Kingdom,Europe
542541,22079,RIBBON REEL HEARTS DESIGN ,1,2011-01-28 14:25:00,3.29,,United Kingdom,Europe
542423,22951,60 CAKE CASES DOLLY GIRL DESIGN,48,2011-01-28 09:09:00,0.55,15057.0,United Kingdom,Europe
570404,23343,JUMBO BAG VINTAGE CHRISTMAS ,1,2011-10-10 12:50:00,2.08,16395.0,United Kingdom,Europe
550911,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-04-21 13:11:00,0.85,12354.0,Spain,Europe
566041,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,2011-09-08 13:48:00,1.45,13814.0,Germany,Europe
541129,22619,SET OF 6 SOLDIER SKITTLES,1,2011-01-14 10:14:00,7.46,,United Kingdom,Europe
574475,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2011-11-04 12:18:00,0.85,14132.0,United Kingdom,Europe
550035,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,2011-04-14 11:48:00,2.08,15039.0,United Kingdom,Europe
567901,21385,IVORY HANGING DECORATION  HEART,4,2011-09-22 16:28:00,1.63,,United Kingdom,Europe
549257,84725,FREESTYLE CANVAS ART PICTURE,1,2011-04-07 12:29:00,1.65,14465.0,United Kingdom,Europe
556072,47590B,PINK HAPPY BIRTHDAY BUNTING,6,2011-06-08 14:57:00,5.45,16126.0,United Kingdom,Europe
557295,POST,POSTAGE,1,2011-06-19 13:37:00,18.0,12724.0,France,Europe
571937,23174,REGENCY SUGAR BOWL GREEN,4,2011-10-20 09:28:00,4.15,14911.0,EIRE,Europe
564642,22536,MAGIC DRAWING SLATE PURDEY,24,2011-08-26 13:22:00,0.42,13527.0,United Kingdom,Europe
565472,79321,CHILLI LIGHTS,2,2011-09-05 10:15:00,5.75,16255.0,United Kingdom,Europe
542208,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-01-26 11:35:00,0.42,16422.0,United Kingdom,Europe
580126,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-12-01 17:20:00,1.95,12562.0,France,Europe
541302,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-01-17 14:18:00,0.85,13769.0,United Kingdom,Europe
553490,90014B,GOLD M PEARL  ORBIT NECKLACE,1,2011-05-17 12:44:00,9.95,13309.0,United Kingdom,Europe
540639,22439,6 ROCKET BALLOONS ,24,2011-01-10 12:28:00,0.65,13107.0,United Kingdom,Europe
561894,84731,3 BIRDS CANVAS SCREEN,1,2011-07-31 15:00:00,0.39,14456.0,United Kingdom,Europe
561874,22631,CIRCUS PARADE LUNCH BOX ,1,2011-07-31 12:02:00,1.95,16255.0,United Kingdom,Europe
571035,20725,LUNCH BAG RED RETROSPOT,10,2011-10-13 12:50:00,1.65,12446.0,RSA,
537645,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,1,2010-12-07 15:34:00,3.36,,United Kingdom,Europe
557012,21469,POLKA DOT RAFFIA FOOD COVER,6,2011-06-16 11:51:00,3.75,18241.0,United Kingdom,Europe
538566,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,2010-12-13 11:21:00,8.47,,United Kingdom,Europe
540550,37444C,PINK BREAKFAST CUP AND SAUCER ,4,2011-01-10 09:11:00,2.95,12539.0,Spain,Europe
570671,22077,6 RIBBONS RUSTIC CHARM,12,2011-10-11 14:51:00,1.95,16171.0,United Kingdom,Europe
541711,21217,RED RETROSPOT ROUND CAKE TINS,12,2011-01-21 11:18:00,8.95,14646.0,Netherlands,
576837,21000,ROSE DU SUD COSMETICS BAG,1,2011-11-16 15:16:00,3.29,,United Kingdom,Europe
556886,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,2011-06-15 12:34:00,0.85,12624.0,France,Europe
580138,23489,VINTAGE BELLS GARLAND,24,2011-12-02 08:55:00,2.89,13199.0,United Kingdom,Europe
556490,23049,RECYCLED ACAPULCO MAT RED,2,2011-06-12 14:08:00,8.25,13078.0,United Kingdom,Europe
578827,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-11-25 14:25:00,1.63,,United Kingdom,Europe
572185,21154,RED RETROSPOT OVEN GLOVE ,8,2011-10-21 10:52:00,3.29,,United Kingdom,Europe
580094,23394,POSTE FRANCE CUSHION COVER,2,2011-12-01 14:50:00,3.75,15904.0,United Kingdom,Europe
